raw,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5
7,67,58,52,48,46,44,43,42,42,42,42,42,42,42
8,68,58,52,49,46,45,43,43,42,42,42,42,42,42
9,68,59,53,49,46,45,44,43,42,42,42,42,42,42
10,69,59,53,49,47,45,44,43,43,42,42,42,42,42
11,69,59,53,50,47,45,44,43,43,42,42,42,42,42
12,70,60,54,50,47,45,44,43,43,43,42,42,42,43
13,70,60,54,50,48,46,44,44,43,43,43,43,43,43
14,71,61,55,51,48,46,45,44,43,43,43,43,43,43
15,71,61,55,51,48,46,45,44,43,43,43,43,43,43
16,72,62,55,51,48,46,45,44,44,43,43,43,43,43
17,72,62,56,51,49,47,45,44,44,43,43,43,43,43
18,73,63,56,52,49,47,46,45,44,44,43,43,43,43
19,74,63,56,52,49,47,46,45,44,44,44,44,44,44
20,74,63,57,52,49,47,46,45,44,44,44,44,44,44
21,75,64,57,53,50,48,46,45,45,44,44,44,44,44
22,75,64,57,53,50,48,46,45,45,44,44,44,44,44
23,76,65,58,53,50,48,47,46,45,45,44,44,44,44
24,76,65,58,54,51,48,47,46,45,45,44,44,44,44
25,77,66,59,54,51,49,47,46,45,45,45,45,44,45
26,77,66,59,54,51,49,47,46,46,45,45,45,45,45
27,78,67,59,55,51,49,48,47,46,45,45,45,45,45
28,79,67,60,55,52,49,48,47,46,46,45,45,45,45
29,79,68,60,55,52,50,48,47,46,46,45,45,45,45
30,80,68,60,56,52,50,48,47,46,46,46,45,45,45
31,80,69,61,56,52,50,49,47,47,46,46,46,45,45
32,81,69,61,56,53,50,49,48,47,46,46,46,46,46
33,81,69,62,57,53,51,49,48,47,46,46,46,46,46
34,82,70,62,57,53,51,49,48,47,47,46,46,46,46
35,83,70,62,57,54,51,49,48,47,47,46,46,46,46
36,83,71,63,58,54,51,50,48,48,47,47,46,46,46
37,84,71,63,58,54,52,50,49,48,47,47,47,47,46
38,84,72,64,58,55,52,50,49,48,47,47,47,47,47
39,85,72,64,59,55,52,50,49,48,48,47,47,47,47
40,86,73,64,59,55,52,51,49,48,48,47,47,47,47
41,86,73,65,59,55,53,51,50,49,48,48,47,47,47
42,87,74,65,60,56,53,51,50,49,48,48,48,47,47
43,87,74,66,60,56,53,51,50,49,48,48,48,48,47
44,88,75,66,60,56,54,52,50,49,49,48,48,48,48
45,88,75,67,61,57,54,52,50,50,49,48,48,48,48
46,89,76,67,61,57,54,52,51,50,49,49,48,48,48
47,90,76,67,61,57,54,52,51,50,49,49,48,48,48
48,90,77,68,62,58,55,53,51,50,49,49,49,48,48
49,91,77,68,62,58,55,53,51,50,50,49,49,49,49
50,91,78,69,62,58,55,53,52,51,50,49,49,49,49
51,92,78,69,63,58,56,53,52,51,50,50,49,49,49
52,93,79,70,63,59,56,54,52,51,50,50,49,49,49
53,93,80,70,64,59,56,54,52,51,50,50,50,49,49
54,94,80,70,64,59,56,54,53,51,51,50,50,50,49
55,95,81,71,64,60,57,54,53,52,51,50,50,50,50
56,95,81,71,65,60,57,55,53,52,51,51,50,50,50
57,96,82,72,65,60,57,55,53,52,51,51,50,50,50
58,96,82,72,65,61,57,55,54,52,52,51,51,50,50
59,97,83,73,66,61,58,55,54,53,52,51,51,50,50
60,98,83,73,66,61,58,56,54,53,52,51,51,51,50
61,98,84,74,67,62,58,56,54,53,52,52,51,51,51
62,99,84,74,67,62,59,56,55,53,52,52,51,51,51
63,99,85,74,67,62,59,57,55,53,53,52,51,51,51
64,100,86,75,68,63,59,57,55,54,53,52,52,51,51
65,101,86,75,68,63,60,57,55,54,53,52,52,52,51
66,101,87,76,69,63,60,57,56,54,53,53,52,52,52
67,102,87,76,69,64,60,58,56,54,53,53,52,52,52
68,102,88,77,69,64,60,58,56,55,54,53,53,52,52
69,103,88,77,70,64,61,58,56,55,54,53,53,52,52
70,104,89,78,70,65,61,58,57,55,54,53,53,53,52
71,104,89,78,71,65,61,59,57,55,54,54,53,53,53
